,symbol,ens_gene
8274,RNF148,ENSG00000235631
8275,IQUB,ENSG00000164675
8276,RP11-332K15.1,ENSG00000232524
8277,NDUFA5,ENSG00000128609
8278,ASB15,ENSG00000146809
8279,WASL,ENSG00000106299
8280,RP11-390E23.6,ENSG00000272686
8281,GPR37,ENSG00000170775
8282,POT1,ENSG00000128513
8283,POT1-AS1,ENSG00000224897
8284,AC005276.1,ENSG00000197462
8285,GRM8,ENSG00000179603
8286,ZNF800,ENSG00000048405
8287,GCC1,ENSG00000179562
8288,ARF5,ENSG00000004059
8289,FSCN3,ENSG00000106328
8290,PAX4,ENSG00000106331
8291,AC073934.6,ENSG00000240790
8292,SND1,ENSG00000197157
8293,LRRC4,ENSG00000128594
8294,LEP,ENSG00000174697
8295,RBM28,ENSG00000106344
8296,IMPDH1,ENSG00000106348
8297,HILPDA,ENSG00000135245
8298,METTL2B,ENSG00000165055
8299,RP11-212P7.2,ENSG00000273270
8300,RP11-274B21.10,ENSG00000271553
8301,FAM71F2,ENSG00000205085
8302,RP11-274B21.8,ENSG00000270810
8303,RP11-274B21.9,ENSG00000271344
8304,FAM71F1,ENSG00000135248
8305,CALU,ENSG00000128595
8306,OPN1SW,ENSG00000128617
8307,CCDC136,ENSG00000128596
8308,FLNC,ENSG00000128591
8309,ATP6V1F,ENSG00000128524
8310,RP11-309L24.9,ENSG00000272899
8311,IRF5,ENSG00000128604
8312,TNPO3,ENSG00000064419
8313,TSPAN33,ENSG00000158457
8314,SMO,ENSG00000128602
8315,AHCYL2,ENSG00000158467
8316,STRIP2,ENSG00000128578
8317,SMKR1,ENSG00000240204
8318,RP11-448A19.1,ENSG00000273329
8319,NRF1,ENSG00000106459
8320,UBE2H,ENSG00000186591
8321,ZC3HC1,ENSG00000091732
8322,KLHDC10,ENSG00000128607
8323,RP11-775D22.2,ENSG00000229196
8324,TMEM209,ENSG00000146842
8325,CPA2,ENSG00000158516
8326,CPA4,ENSG00000128510
8327,CPA5,ENSG00000158525
8328,CPA1,ENSG00000091704
8329,CEP41,ENSG00000106477
8330,RP11-2E11.5,ENSG00000259920
8331,RP11-2E11.10,ENSG00000272701
8332,MEST,ENSG00000106484
8333,hsa-mir-335,ENSG00000270823
8334,COPG2,ENSG00000158623
8335,RP11-2E11.9,ENSG00000270953
8336,KLF14,ENSG00000174595
8337,RP11-36B6.1,ENSG00000271522
8338,AC016831.7,ENSG00000233559
8339,MIR29A,ENSG00000226380
8340,RP11-138A9.1,ENSG00000271204
8341,RP11-138A9.2,ENSG00000273319
8342,LINC-PINT,ENSG00000231721
8343,MKLN1,ENSG00000128585
8344,RP11-180C16.1,ENSG00000273489
8345,PODXL,ENSG00000128567
8346,PLXNA4,ENSG00000221866
8347,CHCHD3,ENSG00000106554
8348,EXOC4,ENSG00000131558
8349,LRGUK,ENSG00000155530
8350,SLC35B4,ENSG00000205060
8351,RP11-38M8.1,ENSG00000273297
8352,AKR1B1,ENSG00000085662
8353,AKR1B10,ENSG00000198074
8354,BPGM,ENSG00000172331
8355,CALD1,ENSG00000122786
8356,AGBL3,ENSG00000146856
8357,C7orf49,ENSG00000122783
8358,TMEM140,ENSG00000146859
8359,RP11-134L10.1,ENSG00000272941
8360,WDR91,ENSG00000105875
8361,CNOT4,ENSG00000080802
8362,NUP205,ENSG00000155561
8363,C7orf73,ENSG00000243317
8364,SLC13A4,ENSG00000164707
8365,RP11-644N4.1,ENSG00000273219
8366,FAM180A,ENSG00000189320
8367,AC015987.1,ENSG00000224746
8368,MTPN,ENSG00000105887
8369,AC015987.2,ENSG00000236338
8370,PTN,ENSG00000105894
8371,DGKI,ENSG00000157680
8372,CREB3L2,ENSG00000182158
8373,TRIM24,ENSG00000122779
8374,TMEM213,ENSG00000214128
8375,KIAA1549,ENSG00000122778
8376,ZC3HAV1L,ENSG00000146858
8377,ZC3HAV1,ENSG00000105939
8378,TTC26,ENSG00000105948
8379,UBN2,ENSG00000157741
8380,C7orf55,ENSG00000164898
8381,C7orf55-LUC7L2,ENSG00000146963
8382,RP11-634H22.1,ENSG00000273391
8383,CLEC2L,ENSG00000236279
8384,HIPK2,ENSG00000064393
8385,TBXAS1,ENSG00000059377
8386,PARP12,ENSG00000059378
8387,KDM7A,ENSG00000006459
8388,JHDM1D-AS1,ENSG00000260231
8389,SLC37A3,ENSG00000157800
8390,RAB19,ENSG00000146955
8391,MKRN1,ENSG00000133606
8392,DENND2A,ENSG00000146966
8393,ADCK2,ENSG00000133597
8394,NDUFB2,ENSG00000090266
8395,NDUFB2-AS1,ENSG00000240889
8396,BRAF,ENSG00000157764
8397,RP4-813F11.4,ENSG00000273081
8398,MRPS33,ENSG00000090263
8399,TMEM178B,ENSG00000261115
8400,RP5-842K16.1,ENSG00000204990
8401,AGK,ENSG00000006530
8402,RP5-894A10.2,ENSG00000244701
8403,KIAA1147,ENSG00000257093
8404,WEE2-AS1,ENSG00000228775
8405,WEE2,ENSG00000214102
8406,SSBP1,ENSG00000106028
8407,MGAM,ENSG00000257335
8408,RP11-1220K2.2,ENSG00000257743
8409,PRSS1,ENSG00000204983
8410,EPHB6,ENSG00000106123
8411,TRPV6,ENSG00000165125
8412,TRPV5,ENSG00000127412
8413,KEL,ENSG00000197993
8414,PIP,ENSG00000159763
8415,GSTK1,ENSG00000197448
8416,TMEM139,ENSG00000178826
8417,CASP2,ENSG00000106144
8418,FAM131B,ENSG00000159784
8419,RP11-563K23.1,ENSG00000272619
8420,AC093673.5,ENSG00000232533
8421,ZYX,ENSG00000159840
8422,EPHA1,ENSG00000146904
8423,EPHA1-AS1,ENSG00000229153
8424,FAM115C,ENSG00000170379
8425,FAM115A,ENSG00000198420
8426,CTAGE4,ENSG00000225932
8427,ARHGEF35,ENSG00000213214
8428,RP4-545C24.1,ENSG00000244198
8429,OR2A1-AS1,ENSG00000244479
8430,ARHGEF5,ENSG00000050327
8431,TPK1,ENSG00000196511
8432,CNTNAP2,ENSG00000174469
8433,RP5-1136G13.2,ENSG00000273314
8434,CUL1,ENSG00000055130
8435,EZH2,ENSG00000106462
8436,PDIA4,ENSG00000155660
8437,ZNF786,ENSG00000197362
8438,ZNF425,ENSG00000204947
8439,ZNF398,ENSG00000197024
8440,ZNF282,ENSG00000170265
8441,ZNF212,ENSG00000170260
8442,ZNF783,ENSG00000204946
8443,RP11-143I21.1,ENSG00000261842
8444,ZNF777,ENSG00000196453
8445,ZNF746,ENSG00000181220
8446,KRBA1,ENSG00000133619
8447,ZNF467,ENSG00000181444
8448,ZNF862,ENSG00000106479
8449,RP4-751H13.7,ENSG00000273419
8450,ATP6V0E2-AS1,ENSG00000204934
8451,ATP6V0E2,ENSG00000171130
8452,RP11-445N20.3,ENSG00000273293
8453,RP11-728K20.3,ENSG00000273011
8454,ACTR3C,ENSG00000106526
8455,LRRC61,ENSG00000127399
8456,ZBED6CL,ENSG00000188707
8457,RARRES2,ENSG00000106538
8458,REPIN1,ENSG00000214022
8459,ZNF775,ENSG00000196456
8460,GIMAP8,ENSG00000171115
8461,GIMAP7,ENSG00000179144
8462,GIMAP4,ENSG00000133574
8463,GIMAP6,ENSG00000133561
8464,GIMAP2,ENSG00000106560
8465,GIMAP1,ENSG00000213203
8466,GIMAP5,ENSG00000196329
8467,TMEM176B,ENSG00000106565
8468,TMEM176A,ENSG00000002933
8469,AOC1,ENSG00000002726
8470,KCNH2,ENSG00000055118
8471,NOS3,ENSG00000164867
8472,ATG9B,ENSG00000181652
8473,ABCB8,ENSG00000197150
8474,ASIC3,ENSG00000213199
8475,CDK5,ENSG00000164885
8476,SLC4A2,ENSG00000164889
8477,RP11-148K1.12,ENSG00000244151
8478,FASTK,ENSG00000164896
8479,TMUB1,ENSG00000164897
8480,AGAP3,ENSG00000133612
8481,ABCF2,ENSG00000033050
8482,CHPF2,ENSG00000033100
8483,SMARCD3,ENSG00000082014
8484,RP4-548D19.3,ENSG00000272661
8485,NUB1,ENSG00000013374
8486,WDR86,ENSG00000187260
8487,RHEB,ENSG00000106615
8488,PRKAG2,ENSG00000106617
8489,PRKAG2-AS1,ENSG00000239911
8490,GALNT11,ENSG00000178234
8491,KMT2C,ENSG00000055609
8492,LINC01003,ENSG00000261455
8493,XRCC2,ENSG00000196584
8494,ACTR3B,ENSG00000133627
8495,DPP6,ENSG00000130226
8496,PAXIP1-AS2,ENSG00000214106
8497,PAXIP1,ENSG00000157212
8498,RP11-5C23.1,ENSG00000272760
8499,RP11-5C23.2,ENSG00000273183
8500,PAXIP1-AS1,ENSG00000273344
8501,AC099552.4,ENSG00000217825
8502,AC144652.1,ENSG00000273117
8503,INSIG1,ENSG00000186480
8504,AC009403.2,ENSG00000216895
8505,RBM33,ENSG00000184863
8506,SHH,ENSG00000164690
8507,AC021218.2,ENSG00000204876
8508,AC073133.1,ENSG00000233878
8509,C7orf13,ENSG00000244291
8510,RNF32,ENSG00000105982
8511,AC005534.8,ENSG00000224903
8512,LMBR1,ENSG00000105983
8513,RP5-1121A15.3,ENSG00000230033
8514,NOM1,ENSG00000146909
8515,MNX1,ENSG00000130675
8516,MNX1-AS2,ENSG00000235029
8517,MNX1-AS1,ENSG00000243479
8518,UBE3C,ENSG00000009335
8519,DNAJB6,ENSG00000105993
8520,PTPRN2,ENSG00000155093
8521,AC005481.5,ENSG00000222012
8522,AC011899.9,ENSG00000233038
8523,NCAPG2,ENSG00000146918
8524,ESYT2,ENSG00000117868
8525,WDR60,ENSG00000126870
8526,VIPR2,ENSG00000106018
8527,PLCXD1,ENSG00000182378
8528,GTPBP6,ENSG00000178605
8529,LINC00685,ENSG00000226179
8530,PPP2R3B,ENSG00000167393
8531,RP11-309M23.1,ENSG00000237531
8532,CSF2RA,ENSG00000198223
8533,IL3RA,ENSG00000185291
8534,SLC25A6,ENSG00000169100
8535,LINC00106,ENSG00000236871
8536,ASMTL-AS1,ENSG00000236017
8537,ASMTL,ENSG00000169093
8538,P2RY8,ENSG00000182162
8539,AKAP17A,ENSG00000197976
8540,ASMT,ENSG00000196433
8541,DHRSX,ENSG00000169084
8542,ZBED1,ENSG00000214717
8543,CD99,ENSG00000002586
8544,XG,ENSG00000124343
8545,GYG2,ENSG00000056998
8546,ARSD,ENSG00000006756
8547,ARSD-AS1,ENSG00000229851
8548,ARSE,ENSG00000157399
8549,MXRA5,ENSG00000101825
8550,PRKX,ENSG00000183943
8551,RP11-706O15.1,ENSG00000205664
8552,RP11-706O15.3,ENSG00000234449
8553,RP11-706O15.5,ENSG00000205663
8554,NLGN4X,ENSG00000146938
8555,HDHD1,ENSG00000130021
8556,STS,ENSG00000101846
8557,PNPLA4,ENSG00000006757
8558,VCX3B,ENSG00000205642
8559,KAL1,ENSG00000011201
8560,TBL1X,ENSG00000101849
8561,GPR143,ENSG00000101850
8562,SHROOM2,ENSG00000146950
8563,WWC3,ENSG00000047644
8564,CLCN4,ENSG00000073464
8565,MID1,ENSG00000101871
8566,RP11-120D5.1,ENSG00000234129
8567,HCCS,ENSG00000004961
8568,ARHGAP6,ENSG00000047648
8569,AMELX,ENSG00000125363
8570,MSL3,ENSG00000005302
8571,FRMPD4,ENSG00000169933
8572,PRPS2,ENSG00000101911
8573,TMSB4X,ENSG00000205542
8574,GS1-600G8.5,ENSG00000235385
8575,TCEANC,ENSG00000176896
8576,RAB9A,ENSG00000123595
8577,TRAPPC2,ENSG00000196459
8578,OFD1,ENSG00000046651
8579,GPM6B,ENSG00000046653
8580,GEMIN8,ENSG00000046647
8581,GLRA2,ENSG00000101958
8582,FANCB,ENSG00000181544
8583,MOSPD2,ENSG00000130150
8584,ASB9,ENSG00000102048
8585,ASB11,ENSG00000165192
8586,PIGA,ENSG00000165195
8587,FIGF,ENSG00000165197
8588,PIR,ENSG00000087842
8589,BMX,ENSG00000102010
8590,ACE2,ENSG00000130234
8591,GS1-594A7.3,ENSG00000225833
8592,TMEM27,ENSG00000147003
8593,CA5B,ENSG00000169239
8594,ZRSR2,ENSG00000169249
8595,AP1S2,ENSG00000182287
8596,GRPR,ENSG00000126010
8597,CTPS2,ENSG00000047230
8598,S100G,ENSG00000169906
8599,SYAP1,ENSG00000169895
8600,TXLNG,ENSG00000086712
8601,RBBP7,ENSG00000102054
8602,REPS2,ENSG00000169891
8603,NHS,ENSG00000188158
8604,SCML1,ENSG00000047634
8605,RAI2,ENSG00000131831
8606,RP3-410B11.1,ENSG00000225882
8607,SCML2,ENSG00000102098
8608,CDKL5,ENSG00000008086
8609,PHKA2,ENSG00000044446
8610,GPR64,ENSG00000173698
8611,PDHA1,ENSG00000131828
8612,MAP3K15,ENSG00000180815
8613,SH3KBP1,ENSG00000147010
8614,CXorf23,ENSG00000173681
8615,MAP7D2,ENSG00000184368
8616,EIF1AX,ENSG00000173674
8617,RPS6KA3,ENSG00000177189
8618,CNKSR2,ENSG00000149970
8619,KLHL34,ENSG00000185915
8620,SMPX,ENSG00000091482
8621,MBTPS2,ENSG00000012174
8622,YY2,ENSG00000230797
8623,SMS,ENSG00000102172
8624,PHEX,ENSG00000102174
8625,PTCHD1,ENSG00000165186
8626,PRDX4,ENSG00000123131
8627,ACOT9,ENSG00000123130
8628,RP13-314C10.5,ENSG00000233785
8629,SAT1,ENSG00000130066
8630,APOO,ENSG00000184831
8631,CXorf58,ENSG00000165182
8632,KLHL15,ENSG00000174010
8633,EIF2S3,ENSG00000130741
8634,ZFX,ENSG00000005889
8635,PDK3,ENSG00000067992
8636,PCYT1B,ENSG00000102230
8637,POLA1,ENSG00000101868
8638,ARX,ENSG00000004848
8639,RP11-268G12.3,ENSG00000242021
8640,RP11-268G12.1,ENSG00000228933
8641,NR0B1,ENSG00000169297
8642,GK,ENSG00000198814
8643,GK-AS1,ENSG00000243055
8644,TAB3,ENSG00000157625
8645,DMD,ENSG00000198947
8646,RP11-305F18.1,ENSG00000233928
8647,TMEM47,ENSG00000147027
8648,CXorf22,ENSG00000165164
8649,PRRG1,ENSG00000130962
8650,LANCL3,ENSG00000147036
8651,XK,ENSG00000047597
8652,CYBB,ENSG00000165168
8653,DYNLT3,ENSG00000165169
8654,SYTL5,ENSG00000147041
8655,SRPX,ENSG00000101955
8656,RPGR,ENSG00000156313
8657,OTC,ENSG00000036473
8658,TSPAN7,ENSG00000156298
8659,RP4-646N3.1,ENSG00000235806
8660,MID1IP1,ENSG00000165175
8661,MID1IP1-AS1,ENSG00000238123
8662,BCOR,ENSG00000183337
8663,ATP6AP2,ENSG00000182220
8664,CXorf38,ENSG00000185753
8665,MED14,ENSG00000180182
8666,MED14-AS1,ENSG00000234636
8667,USP9X,ENSG00000124486
8668,RP5-1172N10.2,ENSG00000223714
8669,DDX3X,ENSG00000215301
8670,CASK,ENSG00000147044
8671,GPR34,ENSG00000171659
8672,GPR82,ENSG00000171657
8673,MAOA,ENSG00000189221
8674,MAOB,ENSG00000069535
8675,NDP,ENSG00000124479
8676,EFHC2,ENSG00000183690
8677,FUNDC1,ENSG00000069509
8678,KDM6A,ENSG00000147050
8679,CXorf36,ENSG00000147113
8680,RP11-245M24.1,ENSG00000229563
8681,RP6-99M1.2,ENSG00000270069
8682,RP6-99M1.3,ENSG00000269902
8683,RP5-1158E12.3,ENSG00000231566
8684,RP1-30G7.2,ENSG00000236751
8685,KRBOX4,ENSG00000147121
8686,ZNF674,ENSG00000251192
8687,ZNF674-AS1,ENSG00000230844
8688,CHST7,ENSG00000147119
8689,SLC9A7,ENSG00000065923
8690,RP2,ENSG00000102218
8691,CXorf31,ENSG00000204904
8692,JADE3,ENSG00000102221
8693,RGN,ENSG00000130988
8694,NDUFB11,ENSG00000147123
8695,RBM10,ENSG00000182872
8696,UBA1,ENSG00000130985
8697,CDK16,ENSG00000102225
8698,USP11,ENSG00000102226
8699,ZNF157,ENSG00000147117
8700,ZNF41,ENSG00000147124
8701,CXorf24,ENSG00000196741
8702,ARAF,ENSG00000078061
8703,SYN1,ENSG00000008056
8704,TIMP1,ENSG00000102265
8705,CFP,ENSG00000126759
8706,ELK1,ENSG00000126767
8707,UXT,ENSG00000126756
8708,UXT-AS1,ENSG00000267064
8709,ZNF81,ENSG00000197779
8710,ZNF182,ENSG00000147118
8711,ZNF630,ENSG00000221994
8712,SLC38A5,ENSG00000017483
8713,FTSJ1,ENSG00000068438
8714,AF196972.9,ENSG00000224292
8715,PORCN,ENSG00000102312
8716,EBP,ENSG00000147155
8717,TBC1D25,ENSG00000068354
8718,AC115618.1,ENSG00000204620
8719,RBM3,ENSG00000102317
8720,WDR13,ENSG00000101940
8721,WAS,ENSG00000015285
8722,SUV39H1,ENSG00000101945
8723,GLOD5,ENSG00000171433
8724,HDAC6,ENSG00000094631
8725,ERAS,ENSG00000187682
8726,PCSK1N,ENSG00000102109
8727,TIMM17B,ENSG00000126768
8728,PQBP1,ENSG00000102103
8729,SLC35A2,ENSG00000102100
8730,PIM2,ENSG00000102096
8731,OTUD5,ENSG00000068308
8732,KCND1,ENSG00000102057
8733,GRIPAP1,ENSG00000068400
8734,TFE3,ENSG00000068323
8735,CCDC120,ENSG00000147144
8736,PRAF2,ENSG00000243279
8737,WDR45,ENSG00000196998
8738,GPKOW,ENSG00000068394
8739,MAGIX,ENSG00000017621
8740,PLP2,ENSG00000102007
8741,PRICKLE3,ENSG00000012211
8742,SYP,ENSG00000102003
8743,CACNA1F,ENSG00000102001
8744,CCDC22,ENSG00000101997
8745,FOXP3,ENSG00000049768
8746,PPP1R3F,ENSG00000049769
8747,LL0XNC01-7P3.1,ENSG00000270012
8748,GAGE10,ENSG00000215274
8749,GAGE12I,ENSG00000241465
8750,GAGE2C,ENSG00000236249
8751,GAGE12H,ENSG00000224902
8752,GAGE2A,ENSG00000189064
8753,USP27X-AS1,ENSG00000234390
8754,USP27X,ENSG00000242013
8755,CLCN5,ENSG00000171365
8756,CCNB3,ENSG00000147082
8757,SHROOM4,ENSG00000158352
8758,NUDT10,ENSG00000122824
8759,RP11-348F1.2,ENSG00000226530
8760,CXorf67,ENSG00000187690
8761,NUDT11,ENSG00000196368
8762,GSPT2,ENSG00000189369
8763,MAGED1,ENSG00000179222
8764,MAGED4,ENSG00000154545
8765,GPR173,ENSG00000184194
8766,TSPYL2,ENSG00000184205
8767,LINC01155,ENSG00000232593
8768,RP11-258C19.7,ENSG00000270189
8769,KDM5C,ENSG00000126012
8770,IQSEC2,ENSG00000124313
8771,SMC1A,ENSG00000072501
8772,RIBC1,ENSG00000158423
8773,HSD17B10,ENSG00000072506
8774,HUWE1,ENSG00000086758
8775,PHF8,ENSG00000172943
8776,FAM120C,ENSG00000184083
8777,WNK3,ENSG00000196632
8778,TSR2,ENSG00000158526
8779,FGD1,ENSG00000102302
8780,GNL3L,ENSG00000130119
8781,MAGED2,ENSG00000102316
8782,TRO,ENSG00000067445
8783,PFKFB1,ENSG00000158571
8784,APEX2,ENSG00000169188
8785,ALAS2,ENSG00000158578
8786,PAGE2B,ENSG00000238269
8787,PAGE2,ENSG00000234068
8788,FAM104B,ENSG00000182518
8789,MAGEH1,ENSG00000187601
8790,USP51,ENSG00000247746
8791,RRAGB,ENSG00000083750
8792,RP13-188A5.1,ENSG00000227486
8793,KLF8,ENSG00000102349
8794,UBQLN2,ENSG00000188021
8795,SPIN3,ENSG00000204271
8796,SPIN2B,ENSG00000186787
8797,RP3-323P24.3,ENSG00000226310
8798,SPIN2A,ENSG00000147059
8799,FAAH2,ENSG00000165591
8800,ZXDB,ENSG00000198455
8801,ZXDA,ENSG00000198205
8802,SPIN4,ENSG00000186767
8803,ARHGEF9,ENSG00000131089
8804,AMER1,ENSG00000184675
8805,ASB12,ENSG00000198881
8806,MTMR8,ENSG00000102043
8807,ZC4H2,ENSG00000126970
8808,ZC3H12B,ENSG00000102053
8809,LAS1L,ENSG00000001497
8810,MSN,ENSG00000147065
8811,HEPH,ENSG00000089472
8812,EDA2R,ENSG00000131080
8813,AR,ENSG00000169083
8814,RP6-201G10.2,ENSG00000260118
8815,OPHN1,ENSG00000079482
8816,YIPF6,ENSG00000181704
8817,STARD8,ENSG00000130052
8818,EFNB1,ENSG00000090776
8819,PJA1,ENSG00000181191
8820,LINC00269,ENSG00000215162
8821,FAM155B,ENSG00000130054
8822,EDA,ENSG00000158813
8823,IGBP1,ENSG00000089289
8824,PDZD11,ENSG00000120509
8825,KIF4A,ENSG00000090889
8826,DLG3,ENSG00000082458
8827,DLG3-AS1,ENSG00000231651
8828,TEX11,ENSG00000120498
8829,SNX12,ENSG00000147164
8830,FOXO4,ENSG00000184481
8831,IL2RG,ENSG00000147168
8832,MED12,ENSG00000184634
8833,NLGN3,ENSG00000196338
8834,GJB1,ENSG00000169562
8835,ZMYM3,ENSG00000147130
8836,NONO,ENSG00000147140
8837,ITGB1BP2,ENSG00000147166
8838,TAF1,ENSG00000147133
8839,OGT,ENSG00000147162
8840,ACRC,ENSG00000147174
8841,NHSL2,ENSG00000204131
8842,RGAG4,ENSG00000242732
8843,PIN4,ENSG00000102309
8844,ERCC6L,ENSG00000186871
8845,RPS4X,ENSG00000198034
8846,CITED1,ENSG00000125931
8847,HDAC8,ENSG00000147099
8848,PHKA1,ENSG00000067177
8849,NAP1L6,ENSG00000204118
8850,NAP1L2,ENSG00000186462
8851,CHIC1,ENSG00000204116
8852,TSIX,ENSG00000270641
8853,XIST,ENSG00000229807
8854,JPX,ENSG00000225470
8855,RP13-216E22.4,ENSG00000228906
8856,FTX,ENSG00000230590
8857,SLC16A2,ENSG00000147100
8858,RLIM,ENSG00000131263
8859,KIAA2022,ENSG00000050030
8860,ABCB7,ENSG00000131269
8861,UPRT,ENSG00000094841
8862,ZDHHC15,ENSG00000102383
8863,MAGEE2,ENSG00000186675
8864,PBDC1,ENSG00000102390
8865,MAGEE1,ENSG00000198934
8866,ATRX,ENSG00000085224
8867,MAGT1,ENSG00000102158
8868,COX7B,ENSG00000131174
8869,ATP7A,ENSG00000165240
8870,PGAM4,ENSG00000226784
8871,PGK1,ENSG00000102144
8872,TAF9B,ENSG00000187325
8873,CYSLTR1,ENSG00000173198
8874,LPAR4,ENSG00000147145
8875,ITM2A,ENSG00000078596
8876,BRWD3,ENSG00000165288
8877,HMGN5,ENSG00000198157
8878,SH3BGRL,ENSG00000131171
8879,RPS6KA6,ENSG00000072133
8880,HDX,ENSG00000165259
8881,APOOL,ENSG00000155008
8882,ZNF711,ENSG00000147180
8883,POF1B,ENSG00000124429
8884,CHM,ENSG00000188419
8885,DACH2,ENSG00000126733
8886,PABPC5,ENSG00000174740
8887,NAP1L3,ENSG00000186310
8888,FAM133A,ENSG00000179083
8889,DIAPH2,ENSG00000147202
8890,RPA4,ENSG00000204086
8891,PCDH19,ENSG00000165194
8892,TSPAN6,ENSG00000000003
8893,SRPX2,ENSG00000102359
8894,SYTL4,ENSG00000102362
8895,CSTF2,ENSG00000101811
8896,TRMT2B,ENSG00000188917
8897,TMEM35,ENSG00000126950
8898,CENPI,ENSG00000102384
8899,TAF7L,ENSG00000102387
8900,TIMM8A,ENSG00000126953
8901,BTK,ENSG00000010671
8902,RPL36A,ENSG00000241343
8903,GLA,ENSG00000102393
8904,HNRNPH2,ENSG00000126945
8905,ARMCX4,ENSG00000196440
8906,ARMCX1,ENSG00000126947
8907,ARMCX6,ENSG00000198960
8908,ARMCX3,ENSG00000102401
8909,ARMCX3-AS1,ENSG00000228275
8910,ARMCX2,ENSG00000184867
8911,ZMAT1,ENSG00000166432
8912,TCEAL2,ENSG00000184905
8913,TCEAL6,ENSG00000204071
8914,BEX5,ENSG00000184515
8915,NXF2,ENSG00000185554
8916,NXF2B,ENSG00000185945
8917,TMSB15A,ENSG00000158164
8918,ARMCX5,ENSG00000125962
8919,RP4-769N13.7,ENSG00000270050
8920,GPRASP1,ENSG00000198932
8921,GPRASP2,ENSG00000158301
8922,BHLHB9,ENSG00000198908
8923,LINC00630,ENSG00000223546
8924,LL0XNC01-237H1.2,ENSG00000239407
8925,BEX1,ENSG00000133169
8926,BEX4,ENSG00000102409
8927,TCEAL8,ENSG00000180964
8928,TCEAL5,ENSG00000204065
8929,BEX2,ENSG00000133134
8930,TCEAL7,ENSG00000182916
8931,WBP5,ENSG00000185222
8932,NGFRAP1,ENSG00000166681
8933,RAB40A,ENSG00000172476
8934,TCEAL4,ENSG00000133142
8935,TCEAL3,ENSG00000196507
8936,TCEAL1,ENSG00000172465
8937,MORF4L2,ENSG00000123562
8938,MORF4L2-AS1,ENSG00000231154
8939,TMEM31,ENSG00000179363
8940,RAB9B,ENSG00000123570
8941,LL0XNC01-116E7.2,ENSG00000231728
8942,TMSB15B,ENSG00000158427
8943,SLC25A53,ENSG00000176274
8944,ZCCHC18,ENSG00000166707
8945,FAM199X,ENSG00000123575
8946,NRK,ENSG00000123572
8947,MUM1L1,ENSG00000157502
8948,CXorf57,ENSG00000147231
8949,RNF128,ENSG00000133135
8950,TBC1D8B,ENSG00000133138
8951,MORC4,ENSG00000133131
8952,CLDN2,ENSG00000165376
8953,RBM41,ENSG00000089682
8954,NUP62CL,ENSG00000198088
8955,PIH1D3,ENSG00000080572
8956,FRMPD3,ENSG00000147234
8957,PRPS1,ENSG00000147224
8958,TSC22D3,ENSG00000157514
8959,NCBP2L,ENSG00000170935
8960,MID2,ENSG00000080561
8961,RP6-191P20.4,ENSG00000236064
8962,VSIG1,ENSG00000101842
8963,PSMD10,ENSG00000101843
8964,ATG4A,ENSG00000101844
8965,COL4A5,ENSG00000188153
8966,NXT2,ENSG00000101888
8967,KCNE1L,ENSG00000176076
8968,ACSL4,ENSG00000068366
8969,TMEM164,ENSG00000157600
8970,AMMECR1,ENSG00000101935
8971,GNG5P2,ENSG00000133136
8972,CHRDL1,ENSG00000101938
8973,PAK3,ENSG00000077264
8974,CAPN6,ENSG00000077274
8975,DCX,ENSG00000077279
8976,LINC00890,ENSG00000260802
8977,ALG13,ENSG00000101901
8978,TRPC5OS,ENSG00000204025
8979,LHFPL1,ENSG00000182508
8980,AMOT,ENSG00000126016
8981,IL13RA2,ENSG00000123496
8982,LRCH2,ENSG00000130224
8983,RP1-93I3.1,ENSG00000271826
8984,PLS3,ENSG00000102024
8985,RP1-241P17.4,ENSG00000228532
8986,RP11-761E20.1,ENSG00000235244
8987,SLC6A14,ENSG00000087916
8988,KLHL13,ENSG00000003096
8989,WDR44,ENSG00000131725
8990,DOCK11,ENSG00000147251
8991,IL13RA1,ENSG00000131724
8992,ZCCHC12,ENSG00000174460
8993,RP4-562J12.2,ENSG00000203650
8994,LONRF3,ENSG00000175556
8995,PGRMC1,ENSG00000101856
8996,SLC25A43,ENSG00000077713
8997,SLC25A5,ENSG00000005022
8998,CXorf56,ENSG00000018610
8999,UBE2A,ENSG00000077721
9000,NKRF,ENSG00000186416
9001,6-Sep,ENSG00000125354
9002,SOWAHD,ENSG00000187808
9003,RPL39,ENSG00000198918
9004,UPF3B,ENSG00000125351
9005,RNF113A,ENSG00000125352
9006,NDUFA1,ENSG00000125356
9007,AKAP14,ENSG00000186471
9008,RP3-327A19.5,ENSG00000227285
9009,NKAP,ENSG00000101882
9010,GS1-421I3.2,ENSG00000234493
9011,RP4-755D9.1,ENSG00000258545
9012,RHOXF1,ENSG00000101883
9013,ZBTB33,ENSG00000177485
9014,TMEM255A,ENSG00000125355
9015,LAMP2,ENSG00000005893
9016,CUL4B,ENSG00000158290
9017,MCTS1,ENSG00000232119
9018,C1GALT1C1,ENSG00000171155
9019,GLUD2,ENSG00000182890
9020,RP13-192B19.2,ENSG00000260585
9021,GRIA3,ENSG00000125675
9022,THOC2,ENSG00000125676
9023,XIAP,ENSG00000101966
9024,RP1-315G1.3,ENSG00000232412
9025,STAG2,ENSG00000101972
9026,TENM1,ENSG00000009694
9027,SMARCA1,ENSG00000102038
9028,OCRL,ENSG00000122126
9029,APLN,ENSG00000171388
